DEPTO_HECHO,MUNICIPIO_HECHO,FECHA_HECHO,BARRIOS_HECHO,DESCRIPCION_CONDUCTA,MODALIDAD,CLASE_SITIO,ZONA,GENERO,PAIS_PERSONA,CARGO_PERSONA,EDAD,2020
META,VILLAVICENCIO (CT),01/06/2020 12:00:00 AM,AMARILO CENTAUROS,ARTÍCULO 239. HURTO PERSONAS,FACTOR DE OPORTUNIDAD,PARQUEADERO,URBANA,FEMENINO,COLOMBIA,TURISTA NACIONAL,39,1
META,VILLAVICENCIO (CT),01/01/2020 12:00:00 AM,MAIZARO,ARTÍCULO 239. HURTO PERSONAS,RAPONAZO,FRENTE CENTRO COMERCIAL,URBANA,FEMENINO,COLOMBIA,TURISTA NACIONAL,27,1
META,VILLAVICENCIO (CT),01/06/2020 12:00:00 AM,SANTA FE,ARTÍCULO 239. HURTO PERSONAS,ATRACO,VIAS PUBLICAS,URBANA,MASCULINO,COLOMBIA,TURISTA NACIONAL,30,1
META,VILLAVICENCIO (CT),01/06/2020 12:00:00 AM,CENTRO,ARTÍCULO 239. HURTO PERSONAS,RAPONAZO,VIAS PUBLICAS,URBANA,FEMENINO,COLOMBIA,TURISTA NACIONAL,38,1
META,VILLAVICENCIO (CT),10/11/2020 12:00:00 AM,VEREDA LA CECILIA,ARTÍCULO 239. HURTO PERSONAS,FACTOR DE OPORTUNIDAD,FINCAS Y SIMILARES,URBANA,MASCULINO,COLOMBIA,TURISTA NACIONAL,25,1
QUINDÍO,SALENTO,01/04/2020 12:00:00 AM,VDA.BOQUIA,ARTÍCULO 239. HURTO PERSONAS,COSQUILLEO,VIAS PUBLICAS,RURAL,MASCULINO,COLOMBIA,TURISTA EXTRANJERO,41,1
QUINDÍO,SALENTO,01/11/2020 12:00:00 AM,FRAILEJONES,ARTÍCULO 239. HURTO PERSONAS,RAPONAZO,VIAS PUBLICAS,URBANA,FEMENINO,NUEVA ZELANDA,TURISTA EXTRANJERO,24,1
QUINDÍO,SALENTO,01/18/2020 12:00:00 AM,VDA.EL LLANO GRANDE,ARTÍCULO 239. HURTO PERSONAS,ATRACO,VIAS PUBLICAS,URBANA,FEMENINO,ALEMANIA,TURISTA EXTRANJERO,21,1
QUINDÍO,SALENTO,01/18/2020 12:00:00 AM,VDA.EL LLANO GRANDE,ARTÍCULO 239. HURTO PERSONAS,ATRACO,VIAS PUBLICAS,URBANA,FEMENINO,FRANCIA,TURISTA EXTRANJERO,32,1
QUINDÍO,SALENTO,01/18/2020 12:00:00 AM,VDA.EL LLANO GRANDE,ARTÍCULO 239. HURTO PERSONAS,ATRACO,VIAS PUBLICAS,URBANA,FEMENINO,FRANCIA,TURISTA EXTRANJERO,33,1
QUINDÍO,SALENTO,01/18/2020 12:00:00 AM,VDA.EL LLANO GRANDE,ARTÍCULO 239. HURTO PERSONAS,ATRACO,VIAS PUBLICAS,URBANA,FEMENINO,INGLATERRA,TURISTA EXTRANJERO,18,1
SAN ANDRÉS,SAN ANDRÉS (CT),02/25/2020 12:00:00 AM,SECTOR CENTRO,ARTÍCULO 239. HURTO PERSONAS,RAPONAZO,PLAYA,URBANA,MASCULINO,VENEZUELA,TURISTA EXTRANJERO,30,1
SAN ANDRÉS,SAN ANDRÉS (CT),02/24/2020 12:00:00 AM,SECTOR CENTRO,ARTÍCULO 239. HURTO PERSONAS,FACTOR DE OPORTUNIDAD,PLAYA,URBANA,MASCULINO,VENEZUELA,TURISTA EXTRANJERO,30,1
SAN ANDRÉS,SAN ANDRÉS (CT),02/23/2020 12:00:00 AM,SECTOR CENTRO,ARTÍCULO 246. ESTAFA,ENGAÑO,"HOTELES, RESIDENCIAS, Y SIMILARES.",URBANA,MASCULINO,-,TURISTA EXTRANJERO,64,1
SAN ANDRÉS,SAN ANDRÉS (CT),02/08/2020 12:00:00 AM,BARRIO ATLANTICO,ARTÍCULO 246. ESTAFA,ENGAÑO,DENTRO DE LA VIVIENDA,RURAL,FEMENINO,COLOMBIA,TURISTA NACIONAL,45,1
SAN ANDRÉS,SAN ANDRÉS (CT),02/28/2020 12:00:00 AM,SECTOR HOYO SOPLADOR,ARTÍCULO 239. HURTO PERSONAS,FACTOR DE OPORTUNIDAD,VIAS PUBLICAS,RURAL,FEMENINO,VENEZUELA,TURISTA EXTRANJERO,20,1
SAN ANDRÉS,SAN ANDRÉS (CT),02/09/2020 12:00:00 AM,SECTOR CENTRO,ARTÍCULO 239. HURTO PERSONAS,FACTOR DE OPORTUNIDAD,ISLA,RURAL,FEMENINO,COLOMBIA,TURISTA NACIONAL,30,1
SAN ANDRÉS,SAN ANDRÉS (CT),01/24/2020 12:00:00 AM,SECTOR CENTRO,ARTÍCULO 111. LESIONES PERSONALES,RIÑAS,AEROPUERTO,URBANA,FEMENINO,COLOMBIA,TURISTA NACIONAL,75,1
SUCRE,SAN ONOFRE,03/09/2020 12:00:00 AM,CGTO RINCON DEL MAR,ARTÍCULO 239. HURTO RESIDENCIAS,FACTOR DE OPORTUNIDAD,"HOTELES, RESIDENCIAS, Y SIMILARES.",RURAL,FEMENINO,ESPAÑA,TURISTA EXTRANJERO,24,1
SUCRE,SAN ONOFRE,02/23/2020 12:00:00 AM,SECTOR LA BOCA,ARTÍCULO 239. HURTO PERSONAS,FACTOR DE OPORTUNIDAD,ESTABLECIMIENTO DE COMERCIO,RURAL,MASCULINO,COLOMBIA,TURISTA NACIONAL,28,1
SUCRE,SANTIAGO DE TOLÚ,02/02/2020 12:00:00 AM,SECTOR LA PLAYA,ARTÍCULO 239. HURTO PERSONAS,RAPONAZO,VIAS PUBLICAS,URBANA,FEMENINO,COLOMBIA,TURISTA NACIONAL,64,1
SUCRE,SANTIAGO DE TOLÚ,03/08/2020 12:00:00 AM,TOLU NUEVO,ARTÍCULO 239. HURTO PERSONAS,ATRACO,VIAS PUBLICAS,URBANA,FEMENINO,COLOMBIA,TURISTA NACIONAL,40,1
VALLE,CALI (CT),06/16/2020 12:00:00 AM,SAN FERNANDO VIEJO E19,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,RIÑAS,CASAS DE HABITACION,URBANA,FEMENINO,NORUEGA,TURISTA EXTRANJERO,54,1
VALLE,CALI (CT),02/06/2020 12:00:00 AM,SAN CAYETANO E3,ARTÍCULO 239. HURTO PERSONAS,VIOLACION DE CERRADURA,"HOTELES, RESIDENCIAS, Y SIMILARES.",URBANA,FEMENINO,FRANCIA,TURISTA EXTRANJERO,25,1
VALLE,CALI (CT),02/06/2020 12:00:00 AM,GUAYAQUIL E9,ARTÍCULO 239. HURTO PERSONAS,ATRACO,VIAS PUBLICAS,URBANA,FEMENINO,ESTADOS UNIDOS,TURISTA EXTRANJERO,61,1
VALLE,CALI (CT),02/06/2020 12:00:00 AM,GUAYAQUIL E9,ARTÍCULO 239. HURTO PERSONAS,ATRACO,VIAS PUBLICAS,URBANA,MASCULINO,ESTADOS UNIDOS,TURISTA EXTRANJERO,56,1
VALLE,CALI (CT),03/04/2020 12:00:00 AM,SAN VICENTE E2,ARTÍCULO 239. HURTO PERSONAS,FACTOR DE OPORTUNIDAD,INTERIOR VEHICULO SERVICIO PUBLICO,URBANA,MASCULINO,ESTADOS UNIDOS,TURISTA EXTRANJERO,22,1
VALLE,CALI (CT),02/09/2020 12:00:00 AM,PRADOS DEL NORTE E2,ARTÍCULO 239. HURTO PERSONAS,FACTOR DE OPORTUNIDAD,TERMINAL DE TRANSPORTES,URBANA,MASCULINO,BELGICA,TURISTA EXTRANJERO,22,1
VALLE,CALI (CT),05/08/2020 12:00:00 AM,CHIPICHAPE E2,ARTÍCULO 246. ESTAFA,COMPRA DE PRODUCTO O ELEMENTO,VIAS PUBLICAS,URBANA,MASCULINO,ESTADOS UNIDOS,TURISTA EXTRANJERO,41,1
VALLE,CALI (CT),02/16/2020 12:00:00 AM,BOSQUE MUNICIPAL E19,ARTÍCULO 239. HURTO PERSONAS,ATRACO,VIAS PUBLICAS,URBANA,FEMENINO,HOLANDA,TURISTA EXTRANJERO,34,1
VALLE,CALI (CT),01/12/2020 12:00:00 AM,LA MERCED E3,ARTÍCULO 239. HURTO PERSONAS,ATRACO,VIAS PUBLICAS,URBANA,FEMENINO,SUECIA,TURISTA EXTRANJERO,21,1
VALLE,CALI (CT),04/18/2020 12:00:00 AM,SAN ANTONIO E3,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,AMENAZA/CHANTAJE,DENTRO DE LA VIVIENDA,URBANA,FEMENINO,ALEMANIA,TURISTA EXTRANJERO,21,1
VALLE,CALI (CT),02/07/2020 12:00:00 AM,EL CALVARIO E3,ARTÍCULO 239. HURTO PERSONAS,FACTOR DE OPORTUNIDAD,VIAS PUBLICAS,URBANA,FEMENINO,HOLANDA,TURISTA EXTRANJERO,44,1
VALLE,CALI (CT),01/06/2020 12:00:00 AM,VILLACOLOMBIA E8,ARTÍCULO 239. HURTO PERSONAS,FACTOR DE OPORTUNIDAD,INTERIOR VEHICULO SERVICIO PUBLICO,URBANA,MASCULINO,ALEMANIA,TURISTA EXTRANJERO,53,1
VALLE,CALI (CT),03/04/2020 12:00:00 AM,MIRAFLORES E19,ARTÍCULO 239. HURTO PERSONAS,FACTOR DE OPORTUNIDAD,VIAS PUBLICAS,URBANA,MASCULINO,ITALIA,TURISTA EXTRANJERO,25,1
VALLE,CALI (CT),07/18/2020 12:00:00 AM,VALLADO E15,ARTÍCULO 239. HURTO RESIDENCIAS,ATRACO,CASAS DE HABITACION,URBANA,FEMENINO,ESPAÑA,TURISTA EXTRANJERO,45,1
VALLE,CALI (CT),09/27/2020 12:00:00 AM,CIUDADELA PASOANCHO E17,ARTÍCULO 239. HURTO PERSONAS,FACTOR DE OPORTUNIDAD,FRENTE CONJUNTO - VIA PUBLICA,URBANA,MASCULINO,CANADA,TURISTA EXTRANJERO,42,1
VALLE,CALI (CT),03/08/2020 12:00:00 AM,SAN VICENTE E2,ARTÍCULO 239. HURTO PERSONAS,COSQUILLEO,"HOTELES, RESIDENCIAS, Y SIMILARES.",URBANA,FEMENINO,SUECIA,TURISTA EXTRANJERO,21,1
